118 118 {'weight': 0.0108}
201 60 {'weight': 0.0364}
201 130 {'weight': 0.0334}
201 283 {'weight': 0.0301}
201 225 {'weight': 0.0246}
201 82 {'weight': 0.1608}
201 177 {'weight': 0.0985}
201 162 {'weight': 0.1667}
201 212 {'weight': 0.0519}
201 183 {'weight': 0.0278}
201 133 {'weight': 0.0842}
201 216 {'weight': 0.052}
201 203 {'weight': 0.1044}
201 192 {'weight': 0.0384}
201 172 {'weight': 0.0681}
201 262 {'weight': 0.0867}
201 297 {'weight': 0.1762}
201 313 {'weight': 0.0572}
201 95 {'weight': 0.0202}
201 198 {'weight': 0.0648}
201 161 {'weight': 0.0211}
201 142 {'weight': 0.1511}
201 83 {'weight': 0.0796}
201 101 {'weight': 0.0309}
201 233 {'weight': 0.0839}
201 310 {'weight': 0.0442}
201 56 {'weight': 0.0255}
201 218 {'weight': 0.0895}
201 55 {'weight': 0.1438}
201 54 {'weight': 0.0171}
201 246 {'weight': 0.1196}
201 256 {'weight': 0.0749}
201 65 {'weight': 0.0545}
201 276 {'weight': 0.0849}
201 307 {'weight': 0.0692}
201 90 {'weight': 0.0659}
201 274 {'weight': 0.0509}
201 159 {'weight': 0.0596}
201 316 {'weight': 0.0592}
201 167 {'weight': 0.1232}
201 146 {'weight': 0.025}
201 253 {'weight': 0.083}
201 59 {'weight': 0.0192}
201 154 {'weight': 0.0562}
201 45 {'weight': 0.0629}
201 245 {'weight': 0.0977}
201 131 {'weight': 0.0179}
201 157 {'weight': 0.0555}
201 109 {'weight': 0.077}
201 111 {'weight': 0.3823}
201 50 {'weight': 0.0334}
201 288 {'weight': 0.1082}
201 302 {'weight': 0.0078}
201 281 {'weight': 0.0821}
201 249 {'weight': 0.1392}
201 26 {'weight': 0.0876}
201 266 {'weight': 0.0489}
201 119 {'weight': 0.0106}
201 99 {'weight': 0.0072}
201 143 {'weight': 0.2268}
201 202 {'weight': 0.0072}
201 311 {'weight': 0.0118}
201 58 {'weight': 0.0163}
201 120 {'weight': 0.031}
201 123 {'weight': 0.022}
201 273 {'weight': 0.0331}
201 301 {'weight': 0.2545}
201 272 {'weight': 0.1021}
201 189 {'weight': 0.0097}
118 186 {'weight': 0.0471}
118 114 {'weight': 0.0065}
118 77 {'weight': 0.0195}
118 136 {'weight': 0.0728}
118 79 {'weight': 0.025}
118 102 {'weight': 0.0236}
118 88 {'weight': 0.0142}
118 107 {'weight': 0.0149}
118 312 {'weight': 0.0272}
118 135 {'weight': 0.005}
118 17 {'weight': 0.0133}
118 287 {'weight': 0.031}
118 138 {'weight': 0.0283}
118 32 {'weight': 0.0325}
118 86 {'weight': 0.024}
118 323 {'weight': 0.0676}
118 12 {'weight': 0.0037}
118 214 {'weight': 0.0103}
118 282 {'weight': 0.18}
118 194 {'weight': 0.0344}
118 228 {'weight': 0.005}
118 196 {'weight': 0.1498}
118 188 {'weight': 0.0244}
118 74 {'weight': 0.0637}
118 283 {'weight': 0.0996}
118 223 {'weight': 0.0821}
118 269 {'weight': 0.0127}
118 304 {'weight': 0.0526}
118 105 {'weight': 0.1691}
118 171 {'weight': 0.0711}
118 236 {'weight': 0.0271}
118 280 {'weight': 0.0212}
118 190 {'weight': 0.0083}
118 185 {'weight': 0.0088}
118 9 {'weight': 0.066}
118 104 {'weight': 0.0464}
118 241 {'weight': 0.0431}
118 28 {'weight': 0.1005}
118 291 {'weight': 0.0152}
118 207 {'weight': 0.0122}
118 193 {'weight': 0.1079}
118 113 {'weight': 0.1419}
118 43 {'weight': 0.0654}
118 328 {'weight': 0.0298}
118 78 {'weight': 0.0374}
118 87 {'weight': 0.1575}
118 300 {'weight': 0.0194}
118 15 {'weight': 0.0232}
118 97 {'weight': 0.0036}
118 121 {'weight': 0.0067}
118 200 {'weight': 0.0087}
118 231 {'weight': 0.1353}
118 36 {'weight': 0.0186}
118 35 {'weight': 0.1828}
118 41 {'weight': 0.0688}
118 10 {'weight': 0.0997}
118 64 {'weight': 0.0057}
118 184 {'weight': 0.1207}
118 295 {'weight': 0.0378}
118 252 {'weight': 0.0416}
118 160 {'weight': 0.0376}
118 37 {'weight': 0.0533}
118 18 {'weight': 0.0605}
118 266 {'weight': 0.0086}
118 25 {'weight': 0.0268}
118 1 {'weight': 0.2028}
118 85 {'weight': 0.0293}
118 175 {'weight': 0.0195}
118 257 {'weight': 0.0592}
118 61 {'weight': 0.0155}
118 148 {'weight': 0.0168}
118 195 {'weight': 0.131}
118 30 {'weight': 0.1441}
118 330 {'weight': 0.011}
118 103 {'weight': 0.0228}
118 96 {'weight': 0.0242}
118 6 {'weight': 0.0143}
118 264 {'weight': 0.0176}
118 89 {'weight': 0.0386}
118 24 {'weight': 0.1603}
118 238 {'weight': 0.0131}
118 308 {'weight': 0.1393}
118 27 {'weight': 0.0357}
118 34 {'weight': 0.014}
118 151 {'weight': 0.1894}
118 68 {'weight': 0.0745}
118 165 {'weight': 0.0157}
118 191 {'weight': 0.0156}
118 289 {'weight': 0.0281}
118 220 {'weight': 0.0327}
118 243 {'weight': 0.0427}
118 127 {'weight': 0.0655}
118 270 {'weight': 0.0596}
118 63 {'weight': 0.0408}
118 5 {'weight': 0.0693}
118 29 {'weight': 0.0576}
118 178 {'weight': 0.0373}
118 134 {'weight': 0.1123}
118 221 {'weight': 0.2389}
118 279 {'weight': 0.0553}
118 140 {'weight': 0.0844}
118 199 {'weight': 0.0994}
118 205 {'weight': 0.1161}
118 54 {'weight': 0.0328}
118 31 {'weight': 0.0317}
118 180 {'weight': 0.0095}
118 331 {'weight': 0.1013}
118 318 {'weight': 0.0261}
118 237 {'weight': 0.0374}
118 155 {'weight': 0.0364}
118 290 {'weight': 0.0223}
118 139 {'weight': 0.08}
118 285 {'weight': 0.047}
118 170 {'weight': 0.0638}
118 251 {'weight': 0.0229}
118 80 {'weight': 0.0165}
118 128 {'weight': 0.0143}
118 20 {'weight': 0.0994}
